ida,idb,kmdist
JAM,GEO,11174
JAM,AZE,11518
JAM,FIN,8904
JAM,SWE,8565
JAM,NOR,8151
JAM,DNK,8329
JAM,ISL,6551
JAM,CPV,5600
JAM,STP,9315
JAM,GNB,6597
JAM,GNQ,9598
JAM,GNB,6439
JAM,MLI,7378
JAM,SEN,6327
JAM,BEN,8687
JAM,MRT,6397
JAM,NER,8415
JAM,CIV,7841
JAM,GIN,6867
JAM,BFA,8062
JAM,LBR,7261
JAM,SLE,6933
JAM,GHA,8456
JAM,TGO,8530
JAM,CMR,9719
JAM,NGA,8758
JAM,GAB,9613
JAM,CAF,10442
JAM,TCD,9781
JAM,COG,10368
JAM,COD,10368
JAM,UGA,12039
JAM,KEN,12533
JAM,TAZ,12972
JAM,ZAN,12960
JAM,BDI,11813
JAM,RWA,11834
JAM,SOM,13299
JAM,DJI,12635
JAM,ETH,12319
JAM,ERI,12053
JAM,AGO,10278
JAM,MOZ,12752
JAM,ZMB,12100
JAM,ZWE,12409
JAM,MWI,12583
JAM,ZAF,12321
JAM,TRA,12321
JAM,OFS,12195
JAM,NAM,11136
JAM,LSO,12285
JAM,BWA,12067
JAM,SWZ,12619
JAM,MDG,14162
JAM,COM,13545
JAM,MUS,15231
JAM,SEY,14635
JAM,MAR,7092
JAM,DZA,7943
JAM,TUN,8574
JAM,LBY,8980
JAM,SDN,11455
JAM,IRN,11975
JAM,TUR,10342
JAM,IRQ,11573
JAM,EGY,10654
JAM,SYR,10928
JAM,LBN,10858
JAM,JOR,11001
JAM,ISR,10857
JAM,SAU,12316
JAM,YAR,12572
JAM,YEM,12572
JAM,YPR,12802
JAM,KWT,12111
JAM,BHR,12569
JAM,QAT,12597
JAM,ARE,12958
JAM,OMN,13347
JAM,AFG,13189
JAM,TKM,12288
JAM,TJK,12817
JAM,KGZ,12713
JAM,UZB,12573
JAM,KAZ,12719
JAM,CHN,13511
JAM,TBT,14552
JAM,MNG,12758
JAM,TWN,14822
JAM,KOR,13393
JAM,PRK,13244
JAM,KOR,13393
JAM,JPN,12951
JAM,IND,14178
JAM,BTN,14789
JAM,PAK,13484
JAM,BGD,15234
JAM,MMR,16138
JAM,LKA,16298
JAM,NPL,14637
JAM,MDV,15942
JAM,THA,16536
JAM,KHM,16767
JAM,LAO,16102
JAM,VNM,16783
JAM,DRV,15659
JAM,RVN,16784
JAM,MYS,17661
JAM,SGP,17886
JAM,BRN,17202
JAM,PHL,15938
JAM,IDN,18615
JAM,ETM,17364
JAM,AUS,15104
JAM,PNG,15140
JAM,NZL,12821
JAM,VAN,13250
JAM,SLB,13878
JAM,FJI,12106
JAM,MSI,12286
JAM,PAL,15548
JAM,FSM,13359
JAM,WSM,12631
TTO,USA,3494
TTO,CAN,4087
TTO,BHS,2163
TTO,CUB,2624
TTO,HTI,1478
TTO,DOM,1275
TTO,JAM,1856
TTO,BRB,340
TTO,DMA,315
TTO,GRN,165
TTO,SLU,358
TTO,SVG,287
TTO,AAB,711
TTO,SKN,756
TTO,BLZ,2988
TTO,MEX,4167
TTO,GTM,3191
TTO,HND,2847
TTO,SLN,3041
TTO,NIC,2727
TTO,CRI,2497
TTO,PAN,1997
TTO,COL,1562
TTO,VEN,623
TTO,GUY,541
TTO,SUR,863
TTO,ECU,2234
TTO,PER,3057
TTO,BRA,3233
TTO,BOL,3058
TTO,PRY,3991
TTO,CHL,4958
TTO,ARG,4976
TTO,URY,5003
TTO,UK,7109
TTO,IRL,6764
TTO,NLD,7449
TTO,BEL,7369
TTO,LUX,7490
TTO,FRA,7179
TTO,MNC,7481
TTO,LIE,7692
TTO,CHE,7511
TTO,ESP,6509
TTO,AND,6988
TTO,PRT,5994
TTO,GMY,8034
TTO,GFR,7567
TTO,GDR,8034
TTO,POL,8557
TTO,AUH,8208
TTO,AUT,8208
TTO,HUN,8419
TTO,CZE,8085
TTO,CZE,8085
TTO,SVK,8270
TTO,ITA,7888
TTO,SNM,7883
TTO,MLT,8046
TTO,ALB,8488
TTO,SRB,8530
TTO,MNE,8436
TTO,MKD,8622
TTO,HRV,8173
TTO,YUG,8530
TTO,BHI,8372
TTO,SLN,8060
TTO,GRC,8840
TTO,CYP,9742
TTO,BGR,8772
TTO,MDA,9149
TTO,ROU,8982
TTO,RUS,9595
TTO,EST,8758
TTO,LVA,8741
TTO,LTU,8838
TTO,UKR,9224
TTO,BLR,8989
TTO,ARM,10552
TTO,GEO,10577
TTO,AZE,10976
TTO,FIN,8764
TTO,SWE,8377
TTO,NOR,7962
TTO,DNK,8005
TTO,ISL,6684
TTO,CPV,4075
TTO,STP,7615
TTO,GNB,4979
TTO,GNQ,7922
TTO,GNB,4859
TTO,MLI,5803
TTO,SEN,4767
TTO,BEN,7044
TTO,MRT,4936
TTO,NER,6893
TTO,CIV,6170
TTO,GIN,5217
TTO,BFA,6508
TTO,LBR,5570
TTO,SLE,5266
TTO,GHA,6789
TTO,TGO,6881
TTO,CMR,8064
TTO,NGA,7117
TTO,GAB,7909
TTO,CAF,8828
TTO,TCD,8289
TTO,COG,8634
TTO,COD,8634
TTO,UGA,10419
TTO,KEN,10914
TTO,TAZ,11286
TTO,ZAN,11274
TTO,BDI,10136
TTO,RWA,10188
TTO,SOM,11776
TTO,DJI,11293
TTO,ETH,10893
TTO,ERI,10765
TTO,AGO,8498
TTO,MOZ,10898
TTO,ZMB,10293
TTO,ZWE,10592
TTO,MWI,10802
TTO,ZAF,10468
TTO,TRA,10468
TTO,OFS,10340
TTO,NAM,9285
TTO,LSO,10430
TTO,BWA,10216
TTO,SWZ,10766
TTO,MDG,12357
TTO,COM,11806
TTO,MUS,13416
TTO,SEY,13041
TTO,MAR,6069
TTO,DZA,7008
TTO,TUN,7650
TTO,LBY,7953
TTO,SDN,10117
TTO,IRN,11320
TTO,TUR,9611
TTO,IRQ,10778
TTO,EGY,9664
TTO,SYR,10058
TTO,LBN,9982
TTO,JOR,10076
TTO,ISR,9947
TTO,SAU,11312
TTO,YAR,11320
TTO,YEM,11320
TTO,YPR,11489
TTO,KWT,11250
TTO,BHR,11670
TTO,QAT,11682
TTO,ARE,12046
TTO,OMN,12466
TTO,AFG,12796
TTO,TKM,11784
TTO,TJK,12518
TTO,KGZ,12626
TTO,UZB,12357
TTO,KAZ,12703
TTO,CHN,14467
TTO,TBT,14639
TTO,MNG,13480
TTO,TWN,16026
TTO,KOR,14627
TTO,PRK,14434
TTO,KOR,14627
TTO,JPN,14454
TTO,IND,13817
TTO,BTN,14774
TTO,PAK,13147
TTO,BGD,15160
TTO,MMR,16135
TTO,LKA,15320
TTO,NPL,14479
TTO,MDV,14720
TTO,THA,16689
TTO,KHM,17145
TTO,LAO,16452
TTO,VNM,17278
TTO,DRV,16215
TTO,RVN,17271
TTO,MYS,17584
TTO,SGP,17910
TTO,BRN,18260
TTO,PHL,17242
TTO,IDN,18604
TTO,ETM,19209
TTO,AUS,15901
TTO,PNG,16860
TTO,NZL,13590
TTO,VAN,14754
TTO,SLB,15573
TTO,FJI,13534
TTO,MSI,14127
TTO,PAL,17330
TTO,FSM,15208
TTO,WSM,14174
BRB,USA,3330
BRB,CAN,3885
BRB,BHS,2123
BRB,CUB,2646
BRB,HTI,1497
BRB,DOM,1266
BRB,JAM,1927
BRB,TTO,340
BRB,DMA,198
BRB,GRN,259
BRB,SLU,190
BRB,SVG,181
BRB,AAB,495
BRB,SKN,577
BRB,BLZ,3105
BRB,MEX,4275
BRB,GTM,3342
BRB,HND,3002
BRB,SLN,3201
BRB,NIC,2906
BRB,CRI,2703
BRB,PAN,2225
BRB,COL,1862
BRB,VEN,883
BRB,GUY,696
BRB,SUR,944
BRB,ECU,2548
BRB,PER,3397
BRB,BRA,3400
BRB,BOL,3377
BRB,PRY,4253
BRB,CHL,5270
BRB,ARG,5246
BRB,URY,5263
BRB,UK,6770
BRB,IRL,6424
BRB,NLD,7110
BRB,BEL,7030
BRB,LUX,7152
BRB,FRA,6841
BRB,MNC,7149
BRB,LIE,7356
BRB,CHE,7175
BRB,ESP,6180
BRB,AND,6656
BRB,PRT,5666
BRB,GMY,7695
BRB,GFR,7228
BRB,GDR,7695
BRB,POL,8218
BRB,AUH,7871
BRB,AUT,7871
BRB,HUN,8083
BRB,CZE,7747
BRB,CZE,7747
BRB,SVK,7933
BRB,ITA,7560
BRB,SNM,7551
BRB,MLT,7729
BRB,ALB,8160
BRB,SRB,8197
BRB,MNE,8106
BRB,MKD,8292
BRB,HRV,7839
BRB,YUG,8197
BRB,BHI,8041
BRB,SLN,7725
BRB,GRC,8516
BRB,CYP,9422
BRB,BGR,8443
BRB,MDA,8813
BRB,ROU,8649
BRB,RUS,9255
BRB,EST,8419
BRB,LVA,8401
BRB,LTU,8498
BRB,UKR,8886
BRB,BLR,8650
BRB,ARM,10220
BRB,GEO,10245
BRB,AZE,10643
BRB,FIN,8425
BRB,SWE,8038
BRB,NOR,7623
BRB,DNK,7665
BRB,ISL,6358
BRB,CPV,3830
BRB,STP,7439
BRB,GNB,4766
BRB,GNQ,7737
BRB,GNB,4634
BRB,MLI,5580
BRB,SEN,4535
BRB,BEN,6845
BRB,MRT,4680
BRB,NER,6659
BRB,CIV,5979
BRB,GIN,5016
BRB,BFA,6281
BRB,LBR,5386
BRB,SLE,5071
BRB,GHA,6598
BRB,TGO,6684
BRB,CMR,7872
BRB,NGA,6918
BRB,GAB,7734
BRB,CAF,8624
BRB,TCD,8052
BRB,COG,8474
BRB,COD,8474
BRB,UGA,10220
BRB,KEN,10716
BRB,TAZ,11111
BRB,ZAN,11098
BRB,BDI,9956
BRB,RWA,9997
BRB,SOM,11555
BRB,DJI,11035
BRB,ETH,10649
BRB,ERI,10497
BRB,AGO,8362
BRB,MOZ,10839
BRB,ZMB,10176
BRB,ZWE,10483
BRB,MWI,10668
BRB,ZAF,10407
BRB,TRA,10407
BRB,OFS,10304
BRB,NAM,9221
BRB,LSO,10393
BRB,BWA,10151
BRB,SWZ,10707
BRB,MDG,12240
BRB,COM,11653
BRB,MUS,13307
BRB,SEY,12842
BRB,MAR,5754
BRB,DZA,6689
BRB,TUN,7331
BRB,LBY,7644
BRB,SDN,9854
BRB,IRN,10993
BRB,TUR,9284
BRB,IRQ,10457
BRB,EGY,9356
BRB,SYR,9741
BRB,LBN,9665
BRB,JOR,9764
BRB,ISR,9633
BRB,SAU,11010
BRB,YAR,11048
BRB,YEM,11048
BRB,YPR,11226
BRB,KWT,10935
BRB,BHR,11359
BRB,QAT,11373
BRB,ARE,11738
BRB,OMN,12156
BRB,AFG,12461
BRB,TKM,11450
BRB,TJK,12180
BRB,KGZ,12286
BRB,UZB,12017
BRB,KAZ,12363
BRB,CHN,14179
BRB,TBT,14299
BRB,MNG,13173
BRB,TWN,15759
BRB,KOR,14379
BRB,PRK,14179
BRB,KOR,14379
BRB,JPN,14267
BRB,IND,13482
BRB,BTN,14434
BRB,PAK,12810
BRB,BGD,14821
BRB,MMR,15796
BRB,LKA,15033
BRB,NPL,14141
BRB,MDV,14459
BRB,THA,16349
BRB,KHM,16805
BRB,LAO,16113
BRB,VNM,16939
BRB,DRV,15883
BRB,RVN,16933
BRB,MYS,17258
BRB,SGP,17584
BRB,BRN,17938
BRB,PHL,16976
BRB,IDN,18312
BRB,ETM,19244
BRB,AUS,16236
BRB,PNG,17039
BRB,NZL,13921
BRB,VAN,14998
BRB,SLB,15759
BRB,FJI,13791
BRB,MSI,14208
BRB,PAL,17232
BRB,FSM,15273
BRB,WSM,14406
DMA,USA,3208
DMA,CAN,3787
DMA,BHS,1948
DMA,CUB,2458
DMA,HTI,1307
DMA,DOM,1079
DMA,JAM,1731
DMA,TTO,315
DMA,BRB,198
DMA,GRN,158
DMA,SLU,48
DMA,SVG,31
DMA,AAB,398
DMA,SKN,452
DMA,BLZ,2907
DMA,MEX,4077
DMA,GTM,3144
DMA,HND,2805
DMA,SLN,3004
DMA,NIC,2712
DMA,CRI,2513
DMA,PAN,2041
DMA,COL,1715
DMA,VEN,726
DMA,GUY,801
DMA,SUR,1086
DMA,ECU,2410
DMA,PER,3320
DMA,BRA,3514
DMA,BOL,3364
DMA,PRY,4304
DMA,CHL,5267
DMA,ARG,5291
DMA,URY,5316
DMA,UK,6863
DMA,IRL,6505
DMA,NLD,7201
DMA,BEL,7128
DMA,LUX,7251
DMA,FRA,6944
DMA,MNC,7268
DMA,LIE,7465
DMA,CHE,7287
DMA,ESP,6306
DMA,AND,6777
DMA,PRT,5796
DMA,GMY,7789
DMA,GFR,7327
DMA,GDR,7789
DMA,POL,8313
DMA,AUH,7978
DMA,AUT,7978
DMA,HUN,8193
DMA,CZE,7848
DMA,CZE,7848
DMA,SVK,8040
DMA,ITA,7688
DMA,SNM,7670
DMA,MLT,7870
DMA,ALB,8287
DMA,SRB,8316
DMA,MNE,8229
DMA,MKD,8416
DMA,HRV,7955
DMA,YUG,8316
DMA,BHI,8162
DMA,SLN,7838
DMA,GRC,8651
DMA,CYP,9561
DMA,BGR,8566
DMA,MDA,8921
DMA,ROU,8766
DMA,RUS,9336
DMA,EST,8490
DMA,LVA,8482
DMA,LTU,8585
DMA,UKR,8985
DMA,BLR,8740
DMA,ARM,10339
DMA,GEO,10364
DMA,AZE,10758
DMA,FIN,8493
DMA,SWE,8109
DMA,NOR,7693
DMA,DNK,7749
DMA,ISL,6386
DMA,CPV,4016
DMA,STP,7636
DMA,GNB,4959
DMA,GNQ,7933
DMA,GNB,4824
DMA,MLI,5771
DMA,SEN,4724
DMA,BEN,7040
DMA,MRT,4863
DMA,NER,6847
DMA,CIV,6175
DMA,GIN,5211
DMA,BFA,6470
DMA,LBR,5583
DMA,SLE,5267
DMA,GHA,6794
DMA,TGO,6879
DMA,CMR,8067
DMA,NGA,7112
DMA,GAB,7931
DMA,CAF,8818
DMA,TCD,8239
DMA,COG,8672
DMA,COD,8672
DMA,UGA,10415
DMA,KEN,10910
DMA,TAZ,11307
DMA,ZAN,11295
DMA,BDI,10152
DMA,RWA,10192
DMA,SOM,11745
DMA,DJI,11214
DMA,ETH,10833
DMA,ERI,10672
DMA,AGO,8560
DMA,MOZ,11031
DMA,ZMB,10374
DMA,ZWE,10680
DMA,MWI,10866
DMA,ZAF,10599
DMA,TRA,10599
DMA,OFS,10492
DMA,NAM,9413
DMA,LSO,10581
DMA,BWA,10344
DMA,SWZ,10899
DMA,MDG,12438
DMA,COM,11851
DMA,MUS,13504
DMA,SEY,13035
DMA,MAR,5900
DMA,DZA,6829
DMA,TUN,7472
DMA,LBY,7795
DMA,SDN,10032
DMA,IRN,11119
DMA,TUR,9412
DMA,IRQ,10594
DMA,EGY,9507
DMA,SYR,9883
DMA,LBN,9807
DMA,JOR,9910
DMA,ISR,9778
DMA,SAU,11165
DMA,YAR,11221
DMA,YEM,11221
DMA,YPR,11404
DMA,KWT,11078
DMA,BHR,11507
DMA,QAT,11522
DMA,ARE,11887
DMA,OMN,12304
DMA,AFG,12568
DMA,TKM,11564
DMA,TJK,12278
DMA,KGZ,12364
DMA,UZB,12107
DMA,KAZ,12435
DMA,CHN,14152
DMA,TBT,14371
DMA,MNG,13169
DMA,TWN,15712
DMA,KOR,14316
DMA,PRK,14121
DMA,KOR,14316
DMA,JPN,14163
DMA,IND,13591
DMA,BTN,14517
DMA,PAK,12915
DMA,BGD,14912
DMA,MMR,15890
DMA,LKA,15196
DMA,NPL,14235
DMA,MDV,14635
DMA,THA,16435
DMA,KHM,16875
DMA,LAO,16176
DMA,VNM,17000
DMA,DRV,15921
DMA,RVN,16994
DMA,MYS,17379
DMA,SGP,17705
DMA,BRN,17954
DMA,PHL,16928
DMA,IDN,18465
DMA,ETM,19069
DMA,AUS,16123
DMA,PNG,16842
DMA,NZL,13798
DMA,VAN,14812
DMA,SLB,15562
DMA,FJI,13610
DMA,MSI,14014
DMA,PAL,17087
DMA,FSM,15081
DMA,WSM,14217
GRN,USA,3332
GRN,CAN,3922
GRN,BHS,2024
GRN,CUB,2505
GRN,HTI,1354
GRN,DOM,1140
GRN,JAM,1753
GRN,TTO,165
GRN,BRB,259
GRN,DMA,158
GRN,SLU,205
GRN,SVG,136
GRN,AAB,548
GRN,SKN,591
GRN,BLZ,2908
GRN,MEX,4084
GRN,GTM,3128
GRN,HND,2785
GRN,SLN,2982
GRN,NIC,2679
GRN,CRI,2464
GRN,PAN,1978
GRN,COL,1603
GRN,VEN,625
GRN,GUY,689
GRN,SUR,997
GRN,ECU,2291
GRN,PER,3171
GRN,BRA,3393
GRN,BOL,3207
GRN,PRY,4155
GRN,CHL,5109
GRN,ARG,5139
GRN,URY,5167
GRN,UK,7005
GRN,IRL,6652
GRN,NLD,7344
GRN,BEL,7268
GRN,LUX,7391
GRN,FRA,7083
GRN,MNC,7398
GRN,LIE,7601
GRN,CHE,7421
GRN,ESP,6432
GRN,AND,6906
GRN,PRT,5920
GRN,GMY,7931
GRN,GFR,7467
GRN,GDR,7931
GRN,POL,8455
GRN,AUH,8115
GRN,AUT,8115
GRN,HUN,8328
GRN,CZE,7987
GRN,CZE,7987
GRN,SVK,8177
GRN,ITA,7813
GRN,SNM,7800
GRN,MLT,7986
GRN,ALB,8413
GRN,SRB,8447
GRN,MNE,8357
GRN,MKD,8544
GRN,HRV,8087
GRN,YUG,8447
GRN,BHI,8291
GRN,SLN,7972
GRN,GRC,8772
GRN,CYP,9679
GRN,BGR,8694
GRN,MDA,9057
GRN,ROU,8898
GRN,RUS,9483
GRN,EST,8640
GRN,LVA,8629
GRN,LTU,8730
GRN,UKR,9125
GRN,BLR,8884
GRN,ARM,10470
GRN,GEO,10495
GRN,AZE,10891
GRN,FIN,8643
GRN,SWE,8259
GRN,NOR,7843
GRN,DNK,7895
GRN,ISL,6543
GRN,CPV,4078
GRN,STP,7661
GRN,GNB,5003
GRN,GNQ,7963
GRN,GNB,4875
GRN,MLI,5821
GRN,SEN,4779
GRN,BEN,7077
GRN,MRT,4932
GRN,NER,6905
GRN,CIV,6208
GRN,GIN,5248
GRN,BFA,6523
GRN,LBR,5611
GRN,SLE,5301
GRN,GHA,6827
GRN,TGO,6915
GRN,CMR,8101
GRN,NGA,7150
GRN,GAB,7956
GRN,CAF,8858
GRN,TCD,8299
GRN,COG,8689
GRN,COD,8689
GRN,UGA,10453
GRN,KEN,10949
GRN,TAZ,11334
GRN,ZAN,11321
GRN,BDI,10180
GRN,RWA,10226
GRN,SOM,11797
GRN,DJI,11288
GRN,ETH,10898
GRN,ERI,10752
GRN,AGO,8565
GRN,MOZ,10999
GRN,ZMB,10369
GRN,ZWE,10672
GRN,MWI,10870
GRN,ZAF,10568
GRN,TRA,10568
GRN,OFS,10449
GRN,NAM,9384
GRN,LSO,10539
GRN,BWA,10315
GRN,SWZ,10867
GRN,MDG,12434
GRN,COM,11866
GRN,MUS,13497
GRN,SEY,13075
GRN,MAR,6012
GRN,DZA,6946
GRN,TUN,7588
GRN,LBY,7903
GRN,SDN,10108
GRN,IRN,11245
GRN,TUR,9537
GRN,IRQ,10713
GRN,EGY,9615
GRN,SYR,9999
GRN,LBN,9922
GRN,JOR,10022
GRN,ISR,9891
GRN,SAU,11269
GRN,YAR,11304
GRN,YEM,11304
GRN,YPR,11481
GRN,KWT,11193
GRN,BHR,11618
GRN,QAT,11632
GRN,ARE,11997
GRN,OMN,12415
GRN,AFG,12705
GRN,TKM,11698
GRN,TJK,12419
GRN,KGZ,12512
GRN,UZB,12251
GRN,KAZ,12585
GRN,CHN,14307
GRN,TBT,14521
GRN,MNG,13326
GRN,TWN,15862
GRN,KOR,14462
GRN,PRK,14269
GRN,KOR,14462
GRN,JPN,14291
GRN,IND,13727
GRN,BTN,14664
GRN,PAK,13053
GRN,BGD,15056
GRN,MMR,16033
GRN,LKA,15292
GRN,NPL,14378
GRN,MDV,14713
GRN,THA,16581
GRN,KHM,17027
GRN,LAO,16328
GRN,VNM,17153
GRN,DRV,16077
GRN,RVN,17147
GRN,MYS,17509
GRN,SGP,17836
GRN,BRN,18112
GRN,PHL,17078
GRN,IDN,18572
GRN,ETM,19116
GRN,AUS,15990
GRN,PNG,16818
GRN,NZL,13670
GRN,VAN,14750
GRN,SLB,15533
GRN,FJI,13539
GRN,MSI,14036
GRN,PAL,17184
GRN,FSM,15111
GRN,WSM,14162
SLU,USA,3180
SLU,CAN,3753
SLU,BHS,1938
SLU,CUB,2456
SLU,HTI,1307
SLU,DOM,1076
SLU,JAM,1738
SLU,TTO,358
SLU,BRB,190
SLU,DMA,48
SLU,GRN,205
SLU,SVG,71
SLU,AAB,359
SLU,SKN,421
SLU,BLZ,2919
SLU,MEX,4088
SLU,GTM,3162
SLU,HND,2823
SLU,SLN,3023
SLU,NIC,2734
SLU,CRI,2540
SLU,PAN,2072
SLU,COL,1757
SLU,VEN,767
SLU,GUY,830
SLU,SUR,1106
SLU,ECU,2453
SLU,PER,3367
SLU,BRA,3543
SLU,BOL,3411
SLU,PRY,4344
SLU,CHL,5313
SLU,ARG,5332
SLU,URY,5356
SLU,UK,6816
SLU,IRL,6458
SLU,NLD,7154
SLU,BEL,7081
SLU,LUX,7205
SLU,FRA,6898
SLU,MNC,7223
SLU,LIE,7420
SLU,CHE,7242
SLU,ESP,6263
SLU,AND,6733
SLU,PRT,5753
SLU,GMY,7742
SLU,GFR,7281
SLU,GDR,7742
SLU,POL,8266
SLU,AUH,7932
SLU,AUT,7932
SLU,HUN,8147
SLU,CZE,7802
SLU,CZE,7802
SLU,SVK,7994
SLU,ITA,7644
SLU,SNM,7626
SLU,MLT,7829
SLU,ALB,8244
SLU,SRB,8271
SLU,MNE,8185
SLU,MKD,8372
SLU,HRV,7910
SLU,YUG,8271
SLU,BHI,8118
SLU,SLN,7793
SLU,GRC,8608
SLU,CYP,9518
SLU,BGR,8522
SLU,MDA,8876
SLU,ROU,8721
SLU,RUS,9288
SLU,EST,8443
SLU,LVA,8435
SLU,LTU,8538
SLU,UKR,8938
SLU,BLR,8693
SLU,ARM,10295
SLU,GEO,10319
SLU,AZE,10713
SLU,FIN,8445
SLU,SWE,8062
SLU,NOR,7646
SLU,DNK,7702
SLU,ISL,6339
SLU,CPV,3989
SLU,STP,7618
SLU,GNB,4936
SLU,GNQ,7913
SLU,GNB,4799
SLU,MLI,5746
SLU,SEN,4698
SLU,BEN,7019
SLU,MRT,4833
SLU,NER,6820
SLU,CIV,6155
SLU,GIN,5189
SLU,BFA,6445
SLU,LBR,5564
SLU,SLE,5247
SLU,GHA,6774
SLU,TGO,6858
SLU,CMR,8046
SLU,NGA,7091
SLU,GAB,7913
SLU,CAF,8795
SLU,TCD,8211
SLU,COG,8656
SLU,COD,8656
SLU,UGA,10392
SLU,KEN,10888
SLU,TAZ,11288
SLU,ZAN,11276
SLU,BDI,10132
SLU,RWA,10171
SLU,SOM,11719
SLU,DJI,11182
SLU,ETH,10804
SLU,ERI,10639
SLU,AGO,8548
SLU,MOZ,11029
SLU,ZMB,10363
SLU,ZWE,10671
SLU,MWI,10854
SLU,ZAF,10597
SLU,TRA,10597
SLU,OFS,10494
SLU,NAM,9411
SLU,LSO,10583
SLU,BWA,10342
SLU,SWZ,10898
SLU,MDG,12427
SLU,COM,11835
SLU,MUS,13495
SLU,SEY,13012
SLU,MAR,5859
SLU,DZA,6787
SLU,TUN,7431
SLU,LBY,7755
SLU,SDN,10000
SLU,IRN,11075
SLU,TUR,9369
SLU,IRQ,10552
SLU,EGY,9467
SLU,SYR,9841
SLU,LBN,9766
SLU,JOR,9869
SLU,ISR,9736
SLU,SAU,11126
SLU,YAR,11187
SLU,YEM,11187
SLU,YPR,11371
SLU,KWT,11037
SLU,BHR,11466
SLU,QAT,11481
SLU,ARE,11847
SLU,OMN,12263
SLU,AFG,12523
SLU,TKM,11519
SLU,TJK,12231
SLU,KGZ,12317
SLU,UZB,12060
SLU,KAZ,12388
SLU,CHN,14109
SLU,TBT,14324
SLU,MNG,13123
SLU,TWN,15671
SLU,KOR,14277
SLU,PRK,14081
SLU,KOR,14277
SLU,JPN,14131
SLU,IND,13545
SLU,BTN,14470
SLU,PAK,12868
SLU,BGD,14865
SLU,MMR,15843
SLU,LKA,15159
SLU,NPL,14188
SLU,MDV,14602
SLU,THA,16388
SLU,KHM,16828
SLU,LAO,16128
SLU,VNM,16952
SLU,DRV,15873
SLU,RVN,16946
SLU,MYS,17334
SLU,SGP,17660
SLU,BRN,17908
SLU,PHL,16888
SLU,IDN,18424
SLU,ETM,19061
SLU,AUS,16168
SLU,PNG,16858
SLU,NZL,13843
SLU,VAN,14840
SLU,SLB,15581
SLU,FJI,13640
SLU,MSI,14018
SLU,PAL,17067
SLU,FSM,15082
SLU,WSM,14244
SVG,USA,3240
SVG,CAN,3817
SVG,BHS,1977
SVG,CUB,2484
SVG,HTI,1333
SVG,DOM,1106
SVG,JAM,1753
SVG,TTO,287
SVG,BRB,181
SVG,DMA,31
SVG,GRN,136
SVG,SLU,71
SVG,AAB,427
SVG,SKN,483
SVG,BLZ,2927
SVG,MEX,4099
SVG,GTM,3162
SVG,HND,2822
SVG,SLN,3020
SVG,NIC,2726
SVG,CRI,2525
SVG,PAN,2050
SVG,COL,1712
SVG,VEN,724
SVG,GUY,769
SVG,SUR,1055
SVG,ECU,2405
SVG,PER,3304
SVG,BRA,3483
SVG,BOL,3341
SVG,PRY,4275
SVG,CHL,5242
SVG,ARG,5262
SVG,URY,5287
SVG,UK,6875
SVG,IRL,6520
SVG,NLD,7214
SVG,BEL,7140
SVG,LUX,7263
SVG,FRA,6955
SVG,MNC,7276
SVG,LIE,7475
SVG,CHE,7296
SVG,ESP,6313
SVG,AND,6785
SVG,PRT,5802
SVG,GMY,7801
SVG,GFR,7339
SVG,GDR,7801
SVG,POL,8325
SVG,AUH,7988
SVG,AUT,7988
SVG,HUN,8203
SVG,CZE,7859
SVG,CZE,7859
SVG,SVK,8050
SVG,ITA,7694
SVG,SNM,7678
SVG,MLT,7874
SVG,ALB,8294
SVG,SRB,8324
SVG,MNE,8237
SVG,MKD,8423
SVG,HRV,7964
SVG,YUG,8324
SVG,BHI,8170
SVG,SLN,7847
SVG,GRC,8656
SVG,CYP,9565
SVG,BGR,8573
SVG,MDA,8931
SVG,ROU,8775
SVG,RUS,9350
SVG,EST,8506
SVG,LVA,8497
SVG,LTU,8599
SVG,UKR,8996
SVG,BLR,8753
SVG,ARM,10347
SVG,GEO,10372
SVG,AZE,10767
SVG,FIN,8509
SVG,SWE,8125
SVG,NOR,7709
SVG,DNK,7763
SVG,ISL,6408
SVG,CPV,4006
SVG,STP,7619
SVG,GNB,4946
SVG,GNQ,7917
SVG,GNB,4812
SVG,MLI,5759
SVG,SEN,4713
SVG,BEN,7026
SVG,MRT,4855
SVG,NER,6837
SVG,CIV,6160
SVG,GIN,5196
SVG,BFA,6459
SVG,LBR,5567
SVG,SLE,5252
SVG,GHA,6779
SVG,TGO,6864
SVG,CMR,8052
SVG,NGA,7098
SVG,GAB,7915
SVG,CAF,8804
SVG,TCD,8229
SVG,COG,8654
SVG,COD,8654
SVG,UGA,10401
SVG,KEN,10896
SVG,TAZ,11291
SVG,ZAN,11279
SVG,BDI,10136
SVG,RWA,10177
SVG,SOM,11734
SVG,DJI,11207
SVG,ETH,10824
SVG,ERI,10666
SVG,AGO,8540
SVG,MOZ,11006
SVG,ZMB,10353
SVG,ZWE,10659
SVG,MWI,10847
SVG,ZAF,10575
SVG,TRA,10575
SVG,OFS,10466
SVG,NAM,9389
SVG,LSO,10555
SVG,BWA,10320
SVG,SWZ,10874
SVG,MDG,12417
SVG,COM,11833
SVG,MUS,13483
SVG,SEY,13022
SVG,MAR,5902
SVG,DZA,6833
SVG,TUN,7476
SVG,LBY,7796
SVG,SDN,10026
SVG,IRN,11125
SVG,TUR,9418
SVG,IRQ,10599
SVG,EGY,9508
